id,voo_id,codigo_reserva,nome_passegeiro,preco,prim_classe,lugar,no_serie
63,3,63,Passageiro 63,329.25,FALSE,31B,A330-003
64,3,64,Passageiro 64,423.49,FALSE,12D,A330-003
65,3,65,Passageiro 65,215.48,FALSE,36F,A330-003
66,3,66,Passageiro 66,382.3,FALSE,34D,A330-003
67,3,67,Passageiro 67,182.38,FALSE,19E,A330-003
68,3,68,Passageiro 68,83.51,FALSE,35A,A330-003
69,3,69,Passageiro 69,103.71,FALSE,33F,A330-003
70,3,70,Passageiro 70,175.6,FALSE,14B,A330-003
71,3,71,Passageiro 71,122.42,FALSE,37F,A330-003
72,3,72,Passageiro 72,198.75,FALSE,40E,A330-003
73,3,73,Passageiro 73,67.97,TRUE,2E,A330-003
74,3,74,Passageiro 74,72.88,FALSE,34A,A330-003
75,3,75,Passageiro 75,429.41,FALSE,36D,A330-003
76,3,76,Passageiro 76,405.46,TRUE,3C,A330-003
77,3,77,Passageiro 77,82.8,FALSE,16C,A330-003
78,3,78,Passageiro 78,286.43,FALSE,5E,A330-003
79,3,79,Passageiro 79,80.68,FALSE,13A,A330-003
80,3,80,Passageiro 80,237.17,FALSE,8E,A330-003
81,3,81,Passageiro 81,91.38,FALSE,7D,A330-003
82,3,82,Passageiro 82,348.5,FALSE,8F,A330-003
83,3,83,Passageiro 83,182.11,FALSE,30D,A330-003
84,3,84,Passageiro 84,288.72,FALSE,25F,A330-003
85,3,85,Passageiro 85,53.96,TRUE,4D,A330-003
86,3,86,Passageiro 86,250.55,FALSE,9D,A330-003
87,3,87,Passageiro 87,463.37,FALSE,32C,A330-003
88,3,88,Passageiro 88,357.15,FALSE,12A,A330-003
89,3,89,Passageiro 89,462.17,FALSE,11C,A330-003
90,3,90,Passageiro 90,165.47,FALSE,41B,A330-003
91,4,91,Passageiro 91,370.49,FALSE,19C,B737-003
92,4,92,Passageiro 92,174.51,FALSE,24D,B737-003
93,4,93,Passageiro 93,355.81,FALSE,11C,B737-003
94,4,94,Passageiro 94,258.28,FALSE,12A,B737-003
95,4,95,Passageiro 95,269.14,FALSE,18F,B737-003
96,4,96,Passageiro 96,340.5,FALSE,6A,B737-003
97,4,97,Passageiro 97,436.42,FALSE,10F,B737-003
98,4,98,Passageiro 98,138.39,FALSE,5D,B737-003
99,4,99,Passageiro 99,84.41,FALSE,18C,B737-003
100,4,100,Passageiro 100,432.31,FALSE,26F,B737-003
101,4,101,Passageiro 101,415.69,FALSE,25F,B737-003
102,4,102,Passageiro 102,396.14,FALSE,25E,B737-003
103,4,103,Passageiro 103,298.22,FALSE,18A,B737-003
104,4,104,Passageiro 104,262.45,FALSE,19F,B737-003
105,4,105,Passageiro 105,214.62,FALSE,14D,B737-003
106,4,106,Passageiro 106,379.95,FALSE,16D,B737-003
107,4,107,Passageiro 107,259.12,FALSE,18B,B737-003
108,4,108,Passageiro 108,228.55,FALSE,21F,B737-003
109,4,109,Passageiro 109,348.21,FALSE,22A,B737-003
110,4,110,Passageiro 110,357.87,FALSE,15A,B737-003
111,4,111,Passageiro 111,113.17,FALSE,13E,B737-003
112,4,112,Passageiro 112,304.86,FALSE,24E,B737-003
113,4,113,Passageiro 113,442.49,FALSE,6B,B737-003
114,4,114,Passageiro 114,472.63,FALSE,12E,B737-003
115,4,115,Passageiro 115,392.66,FALSE,8C,B737-003
116,4,116,Passageiro 116,168.96,FALSE,15E,B737-003
117,4,117,Passageiro 117,350.86,FALSE,18E,B737-003
118,4,118,Passageiro 118,224.64,FALSE,4F,B737-003
119,4,119,Passageiro 119,67.96,FALSE,21A,B737-003
120,4,120,Passageiro 120,96.45,FALSE,23B,B737-003
121,5,121,Passageiro 121,325.35,FALSE,11D,A320-002
122,5,122,Passageiro 122,389.74,FALSE,24F,A320-002
123,5,123,Passageiro 123,402.7,FALSE,6C,A320-002
124,5,124,Passageiro 124,216.6,FALSE,16E,A320-002
125,5,125,Passageiro 125,164.2,FALSE,30D,A320-002
126,5,126,Passageiro 126,204.96,FALSE,30C,A320-002
127,5,127,Passageiro 127,381.1,FALSE,20B,A320-002
128,5,128,Passageiro 128,386.52,FALSE,26F,A320-002
129,5,129,Passageiro 129,477.16,FALSE,24E,A320-002
130,5,130,Passageiro 130,278.75,FALSE,6B,A320-002
131,5,131,Passageiro 131,410.38,FALSE,26D,A320-002
132,5,132,Passageiro 132,358.05,FALSE,22B,A320-002
133,5,133,Passageiro 133,225.1,FALSE,19A,A320-002
134,5,134,Passageiro 134,411.97,FALSE,17F,A320-002
135,5,135,Passageiro 135,262.25,FALSE,7D,A320-002
136,5,136,Passageiro 136,89.66,FALSE,23D,A320-002
137,5,137,Passageiro 137,216.88,FALSE,17C,A320-002
138,5,138,Passageiro 138,376.02,TRUE,1D,A320-002
139,5,139,Passageiro 139,345.28,FALSE,8D,A320-002
140,5,140,Passageiro 140,75.86,FALSE,16B,A320-002
141,5,141,Passageiro 141,338.13,FALSE,15D,A320-002
142,5,142,Passageiro 142,140.77,FALSE,29F,A320-002
143,5,143,Passageiro 143,178.7,FALSE,14E,A320-002
144,5,144,Passageiro 144,279.75,FALSE,10C,A320-002
145,5,145,Passageiro 145,326.84,FALSE,27D,A320-002
146,5,146,Passageiro 146,211.88,FALSE,30F,A320-002
147,5,147,Passageiro 147,489.04,FALSE,12C,A320-002
148,5,148,Passageiro 148,400.85,TRUE,2D,A320-002
149,5,149,Passageiro 149,227.81,FALSE,8E,A320-002
150,5,150,Passageiro 150,282.98,FALSE,26C,A320-002
151,6,151,Passageiro 151,110.51,FALSE,19E,A320-003
152,6,152,Passageiro 152,290.29,FALSE,27A,A320-003
153,6,153,Passageiro 153,185.02,FALSE,10F,A320-003
154,6,154,Passageiro 154,71.47,FALSE,16D,A320-003
155,6,155,Passageiro 155,123.5,FALSE,29F,A320-003
156,6,156,Passageiro 156,264.44,FALSE,16C,A320-003
157,6,157,Passageiro 157,252.43,FALSE,28C,A320-003
158,6,158,Passageiro 158,212.43,FALSE,9A,A320-003
159,6,159,Passageiro 159,469.33,FALSE,20E,A320-003
160,6,160,Passageiro 160,58.93,FALSE,14F,A320-003
161,6,161,Passageiro 161,440.32,FALSE,23E,A320-003
162,6,162,Passageiro 162,309.58,FALSE,19C,A320-003
163,6,163,Passageiro 163,292.3,FALSE,17C,A320-003
164,6,164,Passageiro 164,209.8,FALSE,7C,A320-003
165,6,165,Passageiro 165,269.37,FALSE,6C,A320-003
166,6,166,Passageiro 166,450.33,TRUE,1D,A320-003
167,6,167,Passageiro 167,178.94,FALSE,23B,A320-003
168,6,168,Passageiro 168,440.72,FALSE,25E,A320-003
169,6,169,Passageiro 169,239.82,FALSE,27B,A320-003
170,6,170,Passageiro 170,232.15,FALSE,14E,A320-003
171,6,171,Passageiro 171,122.9,TRUE,3C,A320-003
172,6,172,Passageiro 172,192.6,TRUE,2C,A320-003
173,6,173,Passageiro 173,322.42,TRUE,3A,A320-003
174,6,174,Passageiro 174,449.46,FALSE,13C,A320-003
175,6,175,Passageiro 175,386.55,FALSE,19A,A320-003
176,6,176,Passageiro 176,236.3,FALSE,8E,A320-003
177,6,177,Passageiro 177,106.27,FALSE,28F,A320-003
178,6,178,Passageiro 178,163.24,FALSE,9F,A320-003
179,6,179,Passageiro 179,387.38,FALSE,24A,A320-003
180,6,180,Passageiro 180,228.67,FALSE,26C,A320-003
181,7,181,Passageiro 181,220.0,FALSE,35E,A330-002
182,7,182,Passageiro 182,162.81,FALSE,33A,A330-002
183,7,183,Passageiro 183,367.98,FALSE,22B,A330-002
184,7,184,Passageiro 184,294.23,TRUE,3C,A330-002
185,7,185,Passageiro 185,305.02,FALSE,14C,A330-002
186,7,186,Passageiro 186,195.66,FALSE,8C,A330-002
187,7,187,Passageiro 187,440.45,FALSE,15A,A330-002
188,7,188,Passageiro 188,122.15,FALSE,39A,A330-002
189,7,189,Passageiro 189,252.22,FALSE,34C,A330-002
190,7,190,Passageiro 190,293.72,FALSE,18C,A330-002
191,7,191,Passageiro 191,399.16,FALSE,36B,A330-002
192,7,192,Passageiro 192,380.15,FALSE,38F,A330-002
193,7,193,Passageiro 193,435.57,FALSE,9D,A330-002
194,7,194,Passageiro 194,157.45,FALSE,25F,A330-002
195,7,195,Passageiro 195,346.23,FALSE,26D,A330-002
196,7,196,Passageiro 196,135.44,FALSE,9E,A330-002
197,7,197,Passageiro 197,394.58,FALSE,29F,A330-002
198,7,198,Passageiro 198,177.41,FALSE,7B,A330-002
199,7,199,Passageiro 199,194.91,FALSE,24E,A330-002
200,7,200,Passageiro 200,346.5,FALSE,35C,A330-002
201,7,201,Passageiro 201,130.39,TRUE,1F,A330-002
202,7,202,Passageiro 202,98.17,FALSE,10B,A330-002
203,7,203,Passageiro 203,64.32,FALSE,28D,A330-002
204,7,204,Passageiro 204,346.06,FALSE,18B,A330-002
205,7,205,Passageiro 205,365.59,FALSE,12F,A330-002
206,7,206,Passageiro 206,214.86,FALSE,11E,A330-002
207,7,207,Passageiro 207,55.89,FALSE,22C,A330-002
208,7,208,Passageiro 208,271.13,FALSE,10A,A330-002
209,7,209,Passageiro 209,260.63,FALSE,31A,A330-002
210,7,210,Passageiro 210,212.42,FALSE,15C,A330-002
211,8,211,Passageiro 211,467.03,FALSE,30C,A330-001
212,8,212,Passageiro 212,56.18,FALSE,25C,A330-001
213,8,213,Passageiro 213,187.3,FALSE,15B,A330-001
214,8,214,Passageiro 214,199.34,FALSE,21A,A330-001
215,8,215,Passageiro 215,145.34,FALSE,13D,A330-001
216,8,216,Passageiro 216,387.66,FALSE,9E,A330-001
217,8,217,Passageiro 217,330.37,FALSE,24F,A330-001
218,8,218,Passageiro 218,364.44,FALSE,19E,A330-001
219,8,219,Passageiro 219,312.35,FALSE,27A,A330-001
220,8,220,Passageiro 220,69.57,FALSE,22F,A330-001
221,8,221,Passageiro 221,177.81,FALSE,21F,A330-001
222,8,222,Passageiro 222,328.08,FALSE,17B,A330-001
223,8,223,Passageiro 223,344.64,FALSE,34E,A330-001
224,8,224,Passageiro 224,224.89,TRUE,1C,A330-001
225,8,225,Passageiro 225,433.44,FALSE,15D,A330-001
226,8,226,Passageiro 226,438.93,FALSE,40D,A330-001
227,8,227,Passageiro 227,440.33,FALSE,21E,A330-001
228,8,228,Passageiro 228,154.03,FALSE,9D,A330-001
229,8,229,Passageiro 229,489.48,FALSE,39B,A330-001
230,8,230,Passageiro 230,268.1,FALSE,30D,A330-001
231,8,231,Passageiro 231,89.61,FALSE,26B,A330-001
232,8,232,Passageiro 232,485.06,FALSE,14A,A330-001
233,8,233,Passageiro 233,67.89,FALSE,23B,A330-001
234,8,234,Passageiro 234,200.11,FALSE,13C,A330-001
235,8,235,Passageiro 235,58.27,FALSE,41E,A330-001
236,8,236,Passageiro 236,209.92,FALSE,33D,A330-001
237,8,237,Passageiro 237,498.2,FALSE,29B,A330-001
238,8,238,Passageiro 238,415.35,FALSE,12F,A330-001
239,8,239,Passageiro 239,445.4,TRUE,3B,A330-001
240,8,240,Passageiro 240,474.86,TRUE,4D,A330-001
241,9,241,Passageiro 241,88.39,FALSE,16C,A320-002
242,9,242,Passageiro 242,377.09,FALSE,8A,A320-002
243,9,243,Passageiro 243,477.39,FALSE,4D,A320-002
244,9,244,Passageiro 244,221.27,FALSE,11D,A320-002
245,9,245,Passageiro 245,460.51,FALSE,24B,A320-002
246,9,246,Passageiro 246,438.2,TRUE,2A,A320-002
247,9,247,Passageiro 247,130.49,FALSE,26D,A320-002
248,9,248,Passageiro 248,238.81,FALSE,9F,A320-002
249,9,249,Passageiro 249,179.95,FALSE,18A,A320-002
250,9,250,Passageiro 250,454.34,FALSE,14E,A320-002
251,9,251,Passageiro 251,330.15,FALSE,19D,A320-002
252,9,252,Passageiro 252,256.39,FALSE,23D,A320-002
253,9,253,Passageiro 253,413.35,FALSE,6C,A320-002
254,9,254,Passageiro 254,157.05,TRUE,2F,A320-002
255,9,255,Passageiro 255,264.07,FALSE,10F,A320-002
256,9,256,Passageiro 256,85.73,FALSE,8B,A320-002
257,9,257,Passageiro 257,160.12,FALSE,22C,A320-002
258,9,258,Passageiro 258,328.89,TRUE,1A,A320-002
259,9,259,Passageiro 259,72.01,TRUE,3C,A320-002
260,9,260,Passageiro 260,343.97,FALSE,28B,A320-002
261,9,261,Passageiro 261,434.22,FALSE,11F,A320-002
262,9,262,Passageiro 262,427.11,FALSE,8E,A320-002
263,9,263,Passageiro 263,464.17,FALSE,12A,A320-002
264,9,264,Passageiro 264,237.63,FALSE,16D,A320-002
265,9,265,Passageiro 265,352.44,FALSE,14C,A320-002
266,9,266,Passageiro 266,361.18,FALSE,24C,A320-002
267,9,267,Passageiro 267,404.29,FALSE,20D,A320-002
268,9,268,Passageiro 268,387.2,FALSE,13C,A320-002
269,9,269,Passageiro 269,91.91,FALSE,7A,A320-002
270,9,270,Passageiro 270,215.86,FALSE,21F,A320-002
271,10,271,Passageiro 271,419.96,FALSE,9A,B737-004
272,10,272,Passageiro 272,496.72,FALSE,3A,B737-004
273,10,273,Passageiro 273,256.72,FALSE,25D,B737-004
274,10,274,Passageiro 274,102.13,FALSE,17A,B737-004
275,10,275,Passageiro 275,359.17,FALSE,8F,B737-004
276,10,276,Passageiro 276,199.98,FALSE,4A,B737-004
277,10,277,Passageiro 277,284.26,FALSE,25F,B737-004
278,10,278,Passageiro 278,60.12,FALSE,12D,B737-004
279,10,279,Passageiro 279,337.48,FALSE,15C,B737-004
280,10,280,Passageiro 280,140.25,FALSE,5E,B737-004
281,10,281,Passageiro 281,289.52,FALSE,6A,B737-004
282,10,282,Passageiro 282,352.01,FALSE,16F,B737-004
283,10,283,Passageiro 283,120.87,FALSE,15B,B737-004
284,10,284,Passageiro 284,481.23,FALSE,16B,B737-004
285,10,285,Passageiro 285,96.07,FALSE,17C,B737-004
286,10,286,Passageiro 286,297.21,FALSE,21B,B737-004
287,10,287,Passageiro 287,474.48,FALSE,21E,B737-004
288,10,288,Passageiro 288,308.34,FALSE,19E,B737-004
289,10,289,Passageiro 289,190.12,FALSE,23B,B737-004
290,10,290,Passageiro 290,249.64,FALSE,14B,B737-004
291,10,291,Passageiro 291,261.83,FALSE,21F,B737-004
292,10,292,Passageiro 292,97.67,FALSE,20F,B737-004
293,10,293,Passageiro 293,241.91,FALSE,26B,B737-004
294,10,294,Passageiro 294,451.07,TRUE,2A,B737-004
295,10,295,Passageiro 295,364.71,FALSE,12B,B737-004
296,10,296,Passageiro 296,190.6,FALSE,25B,B737-004
297,10,297,Passageiro 297,370.8,FALSE,15F,B737-004
298,10,298,Passageiro 298,85.35,FALSE,10B,B737-004
299,10,299,Passageiro 299,305.51,FALSE,19D,B737-004
300,10,300,Passageiro 300,260.72,FALSE,16C,B737-004
301,11,301,Passageiro 301,241.15,FALSE,12E,A320-002
302,11,302,Passageiro 302,274.17,FALSE,26C,A320-002
303,11,303,Passageiro 303,370.46,FALSE,9C,A320-002
304,11,304,Passageiro 304,466.95,TRUE,1F,A320-002
305,11,305,Passageiro 305,65.06,FALSE,19B,A320-002
306,11,306,Passageiro 306,267.47,FALSE,11E,A320-002
307,11,307,Passageiro 307,311.12,FALSE,10E,A320-002
308,11,308,Passageiro 308,113.94,FALSE,20A,A320-002
309,11,309,Passageiro 309,492.61,FALSE,29D,A320-002
310,11,310,Passageiro 310,259.22,FALSE,18C,A320-002
311,11,311,Passageiro 311,450.46,FALSE,10A,A320-002
312,11,312,Passageiro 312,262.6,TRUE,2A,A320-002
313,11,313,Passageiro 313,482.18,FALSE,6D,A320-002
314,11,314,Passageiro 314,335.16,TRUE,2E,A320-002
315,11,315,Passageiro 315,190.62,FALSE,29B,A320-002
316,11,316,Passageiro 316,290.76,FALSE,25F,A320-002
317,11,317,Passageiro 317,254.32,FALSE,25B,A320-002
318,11,318,Passageiro 318,380.22,FALSE,5F,A320-002
319,11,319,Passageiro 319,482.26,FALSE,30E,A320-002
320,11,320,Passageiro 320,180.14,FALSE,26A,A320-002
321,11,321,Passageiro 321,465.29,FALSE,6B,A320-002
322,11,322,Passageiro 322,377.14,FALSE,26E,A320-002
323,11,323,Passageiro 323,77.64,TRUE,1C,A320-002
324,11,324,Passageiro 324,126.09,FALSE,11A,A320-002
325,11,325,Passageiro 325,495.66,FALSE,17A,A320-002
326,11,326,Passageiro 326,62.28,FALSE,27C,A320-002
327,11,327,Passageiro 327,107.07,FALSE,4D,A320-002
328,11,328,Passageiro 328,163.42,FALSE,30A,A320-002
329,11,329,Passageiro 329,173.85,TRUE,1E,A320-002
330,11,330,Passageiro 330,383.64,FALSE,28E,A320-002
331,12,331,Passageiro 331,373.88,TRUE,3D,A330-003
332,12,332,Passageiro 332,270.15,FALSE,13C,A330-003
333,12,333,Passageiro 333,339.53,FALSE,8D,A330-003
334,12,334,Passageiro 334,484.23,FALSE,20D,A330-003
335,12,335,Passageiro 335,484.96,FALSE,28A,A330-003
336,12,336,Passageiro 336,202.68,FALSE,14F,A330-003
337,12,337,Passageiro 337,232.48,FALSE,28F,A330-003
338,12,338,Passageiro 338,350.29,FALSE,37D,A330-003
339,12,339,Passageiro 339,441.59,FALSE,13D,A330-003
340,12,340,Passageiro 340,383.47,FALSE,39C,A330-003
341,12,341,Passageiro 341,66.59,FALSE,14B,A330-003
342,12,342,Passageiro 342,344.22,FALSE,25A,A330-003
343,12,343,Passageiro 343,70.61,FALSE,28E,A330-003
344,12,344,Passageiro 344,108.74,FALSE,25B,A330-003
345,12,345,Passageiro 345,72.48,FALSE,38E,A330-003
346,12,346,Passageiro 346,255.28,FALSE,16D,A330-003
347,12,347,Passageiro 347,78.78,FALSE,34A,A330-003
348,12,348,Passageiro 348,101.38,FALSE,8F,A330-003
349,12,349,Passageiro 349,149.26,TRUE,1F,A330-003
350,12,350,Passageiro 350,241.8,FALSE,26D,A330-003
351,12,351,Passageiro 351,230.9,FALSE,9D,A330-003
352,12,352,Passageiro 352,309.19,FALSE,41A,A330-003
353,12,353,Passageiro 353,426.39,FALSE,24D,A330-003
354,12,354,Passageiro 354,393.9,FALSE,29E,A330-003
355,12,355,Passageiro 355,200.98,FALSE,9E,A330-003
356,12,356,Passageiro 356,113.56,TRUE,2F,A330-003
357,12,357,Passageiro 357,363.33,FALSE,30E,A330-003
358,12,358,Passageiro 358,247.4,FALSE,5E,A330-003
359,12,359,Passageiro 359,110.02,FALSE,16F,A330-003
360,12,360,Passageiro 360,325.6,FALSE,21F,A330-003
361,13,361,Passageiro 361,259.41,FALSE,25C,A330-001
362,13,362,Passageiro 362,214.89,FALSE,33A,A330-001
363,13,363,Passageiro 363,367.19,FALSE,36C,A330-001
364,13,364,Passageiro 364,112.28,FALSE,36F,A330-001
365,13,365,Passageiro 365,292.84,FALSE,16B,A330-001
366,13,366,Passageiro 366,381.82,FALSE,37F,A330-001
367,13,367,Passageiro 367,442.01,FALSE,33C,A330-001
368,13,368,Passageiro 368,388.93,FALSE,39A,A330-001
369,13,369,Passageiro 369,194.21,TRUE,1D,A330-001
370,13,370,Passageiro 370,356.1,FALSE,17C,A330-001
371,13,371,Passageiro 371,78.52,FALSE,36B,A330-001
372,13,372,Passageiro 372,268.8,FALSE,11D,A330-001
373,13,373,Passageiro 373,261.57,FALSE,13C,A330-001
374,13,374,Passageiro 374,421.42,FALSE,16A,A330-001
375,13,375,Passageiro 375,329.43,FALSE,37D,A330-001
376,13,376,Passageiro 376,475.41,FALSE,15A,A330-001
377,13,377,Passageiro 377,134.76,FALSE,32D,A330-001
378,13,378,Passageiro 378,86.08,FALSE,25B,A330-001
379,13,379,Passageiro 379,481.22,FALSE,37B,A330-001
380,13,380,Passageiro 380,124.14,TRUE,1C,A330-001
381,13,381,Passageiro 381,116.58,FALSE,21C,A330-001
382,13,382,Passageiro 382,284.31,TRUE,4F,A330-001
383,13,383,Passageiro 383,181.93,FALSE,18C,A330-001
384,13,384,Passageiro 384,469.27,FALSE,16E,A330-001
385,13,385,Passageiro 385,239.06,FALSE,15D,A330-001
386,13,386,Passageiro 386,59.67,FALSE,7D,A330-001
387,13,387,Passageiro 387,59.92,TRUE,3A,A330-001
388,13,388,Passageiro 388,425.73,FALSE,19E,A330-001
389,13,389,Passageiro 389,201.14,FALSE,24D,A330-001
390,13,390,Passageiro 390,345.09,FALSE,11F,A330-001
391,14,391,Passageiro 391,406.05,FALSE,30F,A320-003
392,14,392,Passageiro 392,185.08,TRUE,1B,A320-003
393,14,393,Passageiro 393,262.64,FALSE,29B,A320-003
394,14,394,Passageiro 394,451.71,FALSE,29F,A320-003
395,14,395,Passageiro 395,271.35,FALSE,17F,A320-003
396,14,396,Passageiro 396,160.14,FALSE,9A,A320-003
397,14,397,Passageiro 397,271.87,FALSE,16B,A320-003
398,14,398,Passageiro 398,385.5,FALSE,22A,A320-003
399,14,399,Passageiro 399,304.51,FALSE,29E,A320-003
400,14,400,Passageiro 400,358.66,FALSE,27B,A320-003
401,14,401,Passageiro 401,217.94,FALSE,22E,A320-003
402,14,402,Passageiro 402,57.9,TRUE,3E,A320-003
403,14,403,Passageiro 403,311.74,TRUE,3D,A320-003
404,14,404,Passageiro 404,257.47,FALSE,15F,A320-003
405,14,405,Passageiro 405,210.82,FALSE,24E,A320-003
406,14,406,Passageiro 406,212.52,FALSE,22D,A320-003
407,14,407,Passageiro 407,71.92,TRUE,1E,A320-003
408,14,408,Passageiro 408,337.53,FALSE,16C,A320-003
409,14,409,Passageiro 409,137.22,FALSE,23C,A320-003
410,14,410,Passageiro 410,394.11,FALSE,7A,A320-003
411,14,411,Passageiro 411,294.67,FALSE,10B,A320-003
412,14,412,Passageiro 412,409.94,FALSE,7C,A320-003
413,14,413,Passageiro 413,364.09,FALSE,4C,A320-003
414,14,414,Passageiro 414,290.49,FALSE,6E,A320-003
415,14,415,Passageiro 415,55.8,FALSE,10F,A320-003
416,14,416,Passageiro 416,217.86,FALSE,25A,A320-003
417,14,417,Passageiro 417,203.14,FALSE,27F,A320-003
418,14,418,Passageiro 418,148.04,FALSE,18D,A320-003
419,14,419,Passageiro 419,424.21,FALSE,20B,A320-003
420,14,420,Passageiro 420,326.04,FALSE,25D,A320-003
421,15,421,Passageiro 421,252.55,FALSE,37E,A330-002
422,15,422,Passageiro 422,256.85,FALSE,34B,A330-002
423,15,423,Passageiro 423,300.5,FALSE,38A,A330-002
424,15,424,Passageiro 424,448.12,FALSE,38F,A330-002
425,15,425,Passageiro 425,243.81,FALSE,36F,A330-002
426,15,426,Passageiro 426,269.35,FALSE,12D,A330-002
427,15,427,Passageiro 427,353.76,FALSE,6E,A330-002
428,15,428,Passageiro 428,358.42,FALSE,30E,A330-002
429,15,429,Passageiro 429,264.16,FALSE,28C,A330-002
430,15,430,Passageiro 430,75.08,FALSE,13C,A330-002
431,15,431,Passageiro 431,315.97,FALSE,40E,A330-002
432,15,432,Passageiro 432,354.42,FALSE,34A,A330-002
433,15,433,Passageiro 433,194.22,FALSE,34E,A330-002
434,15,434,Passageiro 434,70.3,FALSE,17F,A330-002
435,15,435,Passageiro 435,206.99,FALSE,24F,A330-002
436,15,436,Passageiro 436,62.1,FALSE,17C,A330-002
437,15,437,Passageiro 437,221.26,FALSE,27E,A330-002
438,15,438,Passageiro 438,496.38,FALSE,17A,A330-002
439,15,439,Passageiro 439,75.4,FALSE,18D,A330-002
440,15,440,Passageiro 440,155.58,FALSE,25D,A330-002
441,15,441,Passageiro 441,88.22,FALSE,33A,A330-002
442,15,442,Passageiro 442,441.02,FALSE,14C,A330-002
443,15,443,Passageiro 443,126.4,FALSE,41E,A330-002
444,15,444,Passageiro 444,66.82,FALSE,40D,A330-002
445,15,445,Passageiro 445,305.62,TRUE,3A,A330-002
446,15,446,Passageiro 446,59.18,FALSE,19D,A330-002
447,15,447,Passageiro 447,60.01,TRUE,1A,A330-002
448,15,448,Passageiro 448,306.66,FALSE,13B,A330-002
